Amsterdamse code,CBS code,Naam,# geldige stemmen,# ongeldige/blanco stemmen,Percentage ongeldige/blanco stemmen,# kiesgerechtigden,Opkomst,Opkomstpercentage,CDA,PvdA,VVD,D66,GL,SGP,GPV,RPF,CD,SP,De Groenen,Vrouwenpartij,Bejaarden Centraal,VCN: partij van communisten in Nederland,Realisten Nederland,Socialistische Arbeiderspartij,Anti Werkloosheid Partij,Politieke Partij voor Ouderen,Vooruitstrevende Minderheden Partij,Partij Democratisch Socialisten,Socialistische Minderheden Partij,Humanistische Partij,Milieu Defensie Partij 2000+,Grote Alliance Partij,Staatkundige Federatie
11084,738,Aalburg,6509,28,"0,43 %",7619,6537,"85,80 %",2712,1019,513,206,96,1555,137,223,23,6,7,6,2,0,1,3,0,0,0,0,0,0,0,0,0
11264,358,Aalsmeer,14181,50,"0,35 %",16904,14231,"84,19 %",6206,2612,3361,1107,342,82,131,164,95,3,39,20,5,5,2,0,2,4,0,0,1,0,0,0,0
11046,197,Aalten,11556,28,"0,24 %",13500,11584,"85,81 %",6672,2683,933,505,303,27,105,234,33,3,22,11,0,2,3,8,4,7,1,0,0,0,0,0,0
11020,648,Aardenburg,2182,4,"0,18 %",2674,2186,"81,75 %",953,634,411,94,45,11,8,3,10,0,7,3,0,1,0,2,0,0,0,0,0,0,0,0,0
10757,739,Aarle-Rixtel,3550,16,"0,45 %",4181,3566,"85,29 %",1833,922,405,239,71,2,10,12,19,12,11,4,4,0,0,5,0,0,1,0,0,0,0,0,0
10712,305,Abcoude,5178,22,"0,42 %",5885,5200,"88,36 %",1957,880,1334,568,175,63,78,35,38,4,26,12,2,2,1,1,1,0,0,1,0,0,0,0,0
10199,59,Achtkarspelen,17457,57,"0,33 %",19787,17514,"88,51 %",7261,6519,987,655,371,191,808,563,26,11,29,8,0,9,9,6,3,0,1,0,0,0,0,0,0
10996,1,Adorp,1214,0,"0,00 %",1337,1214,"90,80 %",436,322,146,74,84,3,124,5,2,3,3,5,0,1,6,0,0,0,0,0,0,0,0,0,0
10999,2,Aduard,1879,1,"0,05 %",2101,1880,"89,48 %",607,647,203,103,59,1,229,8,2,2,4,2,0,1,10,1,0,0,0,0,0,0,0,0,0
10346,360,Akersloot,3274,11,"0,34 %",3811,3285,"86,20 %",1510,618,577,381,107,2,7,12,15,10,18,10,3,2,1,1,0,0,0,0,0,0,0,0,0
11327,482,Alblasserdam,10773,34,"0,32 %",12896,10807,"83,80 %",2668,4207,1176,702,291,1153,171,249,98,14,18,6,12,0,0,3,4,0,1,0,0,0,0,0,0
10124,613,Albrandswaard,8982,27,"0,30 %",10862,9009,"82,94 %",3182,2263,1923,826,244,206,114,55,94,10,28,12,6,6,4,8,1,0,0,0,0,0,0,0,0
10349,483,Alkemade,8642,11,"0,13 %",10141,8653,"85,33 %",4979,1303,1396,515,290,14,20,11,39,6,28,10,10,1,4,3,3,0,9,0,1,0,0,0,0
10527,361,Alkmaar,49946,143,"0,29 %",64433,50089,"77,74 %",14236,17766,7871,4909,3155,92,340,237,428,250,300,101,83,48,27,31,9,46,17,0,0,0,0,0,0
11053,141,Almelo,36257,103,"0,28 %",44437,36360,"81,82 %",12193,15613,4047,2214,884,128,344,315,219,97,64,31,22,26,13,7,9,28,3,0,0,0,0,0,0
10018,34,Almere,34764,84,"0,24 %",46243,34848,"75,36 %",6079,13493,7498,4159,1880,40,214,114,783,117,154,84,0,72,30,19,19,0,9,0,0,0,0,0,0
10517,484,Alphen aan den Rijn,34741,101,"0,29 %",44028,34842,"79,14 %",12453,8101,7228,3220,1322,580,420,551,225,426,83,50,16,4,25,32,2,0,2,0,1,0,0,0,0
10710,741,Alphen en Riel,3823,11,"0,29 %",4505,3834,"85,11 %",2333,628,474,263,74,1,4,1,17,5,9,4,0,2,2,6,0,0,0,0,0,0,0,0,0
11400,142,Ambt Delden,3708,4,"0,11 %",4030,3712,"92,11 %",2722,423,381,112,38,4,12,2,9,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
11153,60,Ameland,2915,5,"0,17 %",2382,2920,"122,59 %",1279,851,440,176,99,6,32,7,6,1,8,4,0,0,5,1,0,0,0,0,0,0,0,0,0
11372,306,Amerongen,4341,9,"0,21 %",5036,4350,"86,38 %",1560,1070,775,244,91,392,40,107,28,9,10,5,2,1,4,1,0,0,1,0,1,0,0,0,0
10948,307,Amersfoort,57610,132,"0,23 %",73373,57742,"78,70 %",18947,16527,9082,5275,3291,817,2180,480,478,86,157,76,96,43,30,6,11,0,4,11,7,6,0,0,0
10151,198,Ammerzoden,2725,11,"0,40 %",3148,2736,"86,91 %",1618,587,240,135,36,46,5,23,11,3,8,1,0,1,2,4,1,3,1,0,0,0,0,0,0
10799,362,Amstelveen,45612,116,"0,25 %",55227,45728,"82,80 %",13393,10536,12627,5553,1935,144,275,235,384,48,220,109,43,19,44,11,5,26,4,0,1,0,0,0,0
11150,363,Amsterdam,358769,1260,"0,35 %",508361,360029,"70,82 %",54660,152832,48775,39496,38867,559,1262,1163,11182,1140,4268,803,718,1507,279,320,127,264,96,88,91,218,0,54,0
10822,364,Andijk,3619,7,"0,19 %",4212,3626,"86,09 %",1567,865,476,202,159,51,32,210,20,3,20,5,3,5,0,1,0,0,0,0,0,0,0,0,0
11131,199,Angerlo,2860,11,"0,38 %",3277,2871,"87,61 %",1390,942,247,200,48,2,2,6,10,0,9,2,0,0,0,2,0,0,0,0,0,0,0,0,0
10787,105,Anloo,5049,13,"0,26 %",5746,5062,"88,10 %",632,2372,1330,440,153,1,42,19,10,11,9,13,0,5,9,2,1,0,0,0,0,0,0,0,0
10344,366,Anna Paulowna,6266,21,"0,34 %",7568,6287,"83,07 %",2499,1444,1540,432,176,10,55,36,30,4,8,11,2,4,9,0,1,2,3,0,0,0,0,0,0
11075,200,Apeldoorn,89891,185,"0,21 %",110300,90076,"81,66 %",30742,27887,14719,7973,2867,2117,1176,1156,465,115,296,112,102,43,46,42,21,0,12,0,0,0,0,0,0
10886,3,Appingedam,8051,28,"0,35 %",9612,8079,"84,05 %",2121,4120,718,440,292,18,167,63,17,17,8,5,0,20,32,6,6,0,1,0,0,0,0,0,0
10202,885,Arcen en Velden,5419,12,"0,22 %",6414,5431,"84,67 %",3365,1023,520,300,149,3,4,5,7,19,8,6,6,3,1,0,0,0,0,0,0,0,0,0,0
11419,649,Arnemuiden,2633,12,"0,46 %",3155,2645,"83,84 %",727,505,238,113,42,646,32,289,32,0,0,3,0,1,4,1,0,0,0,0,0,0,0,0,0
10795,202,Arnhem,75154,227,"0,30 %",99581,75381,"75,70 %",20380,30147,9857,6951,4717,192,625,345,678,569,316,117,75,28,48,66,16,0,27,0,0,0,0,0,0
10522,106,Assen,31024,113,"0,36 %",37256,31137,"83,58 %",6769,13486,4307,2551,1422,45,1684,304,129,102,72,32,0,16,93,6,4,0,2,0,0,0,0,0,0
10478,743,Asten,9197,26,"0,28 %",10936,9223,"84,34 %",5762,1760,812,486,273,5,8,5,12,27,9,12,11,1,3,9,1,0,1,0,0,0,0,0,0
11190,143,Avereest,9217,22,"0,24 %",10650,9239,"86,75 %",4287,2636,1160,459,144,55,202,208,25,7,18,9,2,0,1,0,1,2,1,0,0,0,0,0,0
11289,650,Axel,6733,32,"0,48 %",9017,6765,"75,02 %",2422,2098,846,337,151,97,653,52,47,4,12,6,0,4,2,0,2,0,0,0,0,0,0,0,0
10060,744,Baarle-Nassau,3406,14,"0,41 %",4276,3420,"79,98 %",2019,681,427,156,68,3,8,14,14,1,6,5,0,0,1,3,0,0,0,0,0,0,0,0,0
11411,308,Baarn,15405,69,"0,45 %",18848,15474,"82,10 %",5025,3644,3759,1430,604,185,188,262,118,34,77,21,25,6,11,6,3,0,3,1,1,2,0,0,0
11255,886,Baexem,1546,1,"0,06 %",1832,1547,"84,44 %",967,300,144,81,34,0,6,2,5,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0
10539,4,Baflo,1883,3,"0,16 %",2125,1886,"88,75 %",640,645,227,137,98,5,92,17,1,4,7,1,0,0,8,1,0,0,0,0,0,0,0,0,0
10749,745,Bakel en Milheeze,4406,19,"0,43 %",5590,4425,"79,16 %",2987,753,334,181,108,0,1,0,6,8,5,2,9,0,4,4,2,0,2,0,0,0,0,0,0
10943,489,Barendrecht,12675,42,"0,33 %",14712,12717,"86,44 %",4945,2317,2303,1151,351,923,235,211,134,26,27,13,14,0,20,2,1,0,2,0,0,0,0,0,0
10906,203,Barneveld,25483,56,"0,22 %",29153,25539,"87,60 %",11869,2807,3218,965,346,4178,511,1380,101,14,41,12,8,6,12,9,3,0,3,0,0,0,0,0,0
10973,369,Barsingerhorn,2311,8,"0,35 %",2944,2319,"78,77 %",425,1049,543,148,98,0,1,9,14,2,5,4,1,7,0,5,0,0,0,0,0,0,0,0,0
11030,144,Bathmen,3565,10,"0,28 %",3953,3575,"90,44 %",1173,905,1040,330,77,1,8,7,12,0,4,3,4,0,0,1,0,0,0,0,0,0,0,0,0
10425,5,Bedum,6517,12,"0,18 %",7138,6529,"91,47 %",2687,1697,579,380,192,17,820,91,20,2,14,3,0,1,12,1,1,0,0,0,0,0,0,0,0
11089,887,Beegden,1147,3,"0,26 %",1345,1150,"85,50 %",564,359,123,65,29,0,2,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11374,888,Beek,10434,39,"0,37 %",12770,10473,"82,01 %",5098,3066,1163,653,304,3,11,7,41,25,16,16,18,2,4,2,0,0,5,0,0,0,0,0,0
10173,746,Beek en Donk,5497,16,"0,29 %",6837,5513,"80,63 %",2942,1577,381,291,232,5,3,7,14,20,8,2,7,0,0,7,0,0,1,0,0,0,0,0,0
10816,370,Beemster,5137,15,"0,29 %",5932,5152,"86,85 %",1726,1270,1455,446,155,5,14,12,16,8,16,4,1,2,1,2,1,2,1,0,0,0,0,0,0
11410,747,Beers,2103,3,"0,14 %",2333,2106,"90,27 %",1361,400,171,93,48,1,2,0,7,3,4,5,5,0,3,0,0,0,0,0,0,0,0,0,0
11043,6,Beerta,2052,8,"0,39 %",2379,2060,"86,59 %",94,1342,185,44,127,2,4,4,9,8,1,7,0,220,3,2,0,0,0,0,0,0,0,0,0
10195,889,Beesel,6880,30,"0,44 %",9332,6910,"74,05 %",3766,1956,541,337,173,4,8,3,37,7,17,11,11,4,0,3,1,0,1,0,0,0,0,0,0
10520,107,Beilen,9564,25,"0,26 %",10734,9589,"89,33 %",2949,4066,1396,537,237,28,228,60,17,14,12,3,0,4,6,5,1,0,1,0,0,0,0,0,0
10292,890,Belfeld,2999,8,"0,27 %",3854,3007,"78,02 %",1632,823,267,178,60,0,0,1,15,6,7,3,2,0,2,1,2,0,0,0,0,0,0,0,0
10340,7,Bellingwedde,6420,21,"0,33 %",7480,6441,"86,11 %",940,4005,737,290,221,11,34,74,15,7,20,2,0,32,23,5,3,0,1,0,0,0,0,0,0
10744,206,Bemmel,9676,34,"0,35 %",11905,9710,"81,56 %",5077,2888,864,547,185,11,13,10,19,8,25,6,0,2,3,5,6,7,0,0,0,0,0,0,0
10734,372,Bennebroek,3843,12,"0,31 %",4527,3855,"85,16 %",1586,568,1128,341,135,15,18,11,11,3,14,6,1,2,2,0,0,1,1,0,0,0,0,0,0
10398,490,Benthuizen,2128,4,"0,19 %",2443,2132,"87,27 %",645,306,399,173,42,451,29,67,3,1,0,5,1,0,0,0,0,0,0,0,6,0,0,0,0
10962,491,Bergambacht,5885,11,"0,19 %",6675,5896,"88,33 %",1625,1740,1080,371,135,711,61,103,30,5,11,1,5,2,3,1,0,0,0,0,1,0,0,0,0
11281,893,Bergen (L),7890,35,"0,44 %",9772,7925,"81,10 %",4664,2072,578,339,147,2,13,3,25,9,15,4,6,2,5,3,1,0,2,0,0,0,0,0,0
11424,373,Bergen (Zh),9283,18,"0,19 %",10830,9301,"85,88 %",2938,2191,2447,923,451,6,28,30,49,6,159,19,17,7,1,2,4,4,1,0,0,0,0,0,0
11037,748,Bergen op Zoom,25086,83,"0,33 %",33829,25169,"74,40 %",9565,7694,4008,2102,824,44,66,43,466,86,73,47,0,13,10,32,7,0,6,0,0,0,0,0,0
11160,749,Bergeyk,6354,14,"0,22 %",7457,6368,"85,40 %",3888,1259,599,314,179,23,12,16,20,6,11,8,4,2,2,6,2,0,3,0,0,0,0,0,0
10350,207,Bergh,11098,47,"0,42 %",13639,11145,"81,71 %",5625,3631,1027,490,172,13,18,13,31,12,24,7,0,1,4,10,8,12,0,0,0,0,0,0,0
10733,750,Berghem,3491,9,"0,26 %",4223,3500,"82,88 %",1521,1273,227,182,55,0,4,1,19,191,5,1,2,0,0,9,0,0,1,0,0,0,0,0,0
10445,492,Bergschenhoek,4821,10,"0,21 %",5642,4831,"85,63 %",2278,748,969,348,122,62,127,69,57,1,24,5,6,1,2,1,1,0,0,0,0,0,0,0,0
10139,493,Berkel en Rodenrijs,9970,21,"0,21 %",11351,9991,"88,02 %",4822,1295,1767,852,230,54,708,92,61,13,33,13,10,3,7,7,3,0,0,0,0,0,0,0,0
11132,751,Berkel-Enschot,6883,7,"0,10 %",7779,6890,"88,57 %",3596,1218,1255,563,182,6,14,2,16,8,8,5,0,2,0,5,1,0,2,0,0,0,0,0,0
10362,752,Berlicum,5436,16,"0,29 %",6439,5452,"84,67 %",2748,1544,524,389,104,4,7,3,12,78,8,7,1,0,1,3,1,0,2,0,0,0,0,0,0
10316,568,Bernisse,7689,31,"0,40 %",9324,7720,"82,80 %",2611,1986,1729,802,206,132,35,59,57,9,21,10,6,3,11,4,6,0,2,0,0,0,0,0,0
10442,753,Best,12994,36,"0,28 %",16159,13030,"80,64 %",6003,3581,1724,1005,329,16,88,36,67,51,36,21,19,3,3,4,5,0,3,0,0,0,0,0,0
10417,209,Beuningen,12561,57,"0,45 %",16181,12618,"77,98 %",5416,3982,1436,1064,416,14,48,10,51,37,38,20,0,2,11,8,2,4,2,0,0,0,0,0,0
10272,375,Beverwijk,20941,73,"0,35 %",27052,21014,"77,68 %",7017,7616,2852,1703,1057,43,87,106,163,24,112,34,33,29,10,13,8,33,1,0,0,0,0,0,0
11294,8,Bierum,2805,4,"0,14 %",3242,2809,"86,64 %",1165,954,298,181,83,11,48,31,4,3,4,2,0,0,17,3,0,0,1,0,0,0,0,0,0
10222,585,Binnenmaas,11911,43,"0,36 %",13998,11954,"85,40 %",3771,3260,2570,971,289,676,91,113,88,17,28,12,6,4,7,3,3,0,2,0,0,0,0,0,0
11006,754,Bladel en Netersel,5818,23,"0,40 %",7379,5841,"79,16 %",3336,1236,577,355,214,13,10,6,11,14,14,15,6,0,8,3,0,0,0,0,0,0,0,0,0
10493,376,Blaricum,6700,9,"0,13 %",7831,6709,"85,67 %",2147,1278,2193,692,234,17,41,21,32,0,21,7,6,4,3,0,2,0,2,0,0,0,0,0,0
10994,495,Bleiswijk,5423,13,"0,24 %",6313,5436,"86,11 %",2452,769,1310,415,90,140,68,116,28,1,11,9,6,0,2,2,2,0,2,0,0,0,0,0,0
10850,377,Bloemendaal,12016,39,"0,32 %",13746,12055,"87,70 %",3931,1765,4437,1218,332,37,77,44,45,7,53,16,12,10,13,5,2,11,1,0,0,0,0,0,0
10815,55,Boarnsterhim,11849,33,"0,28 %",13332,11882,"89,12 %",2537,5798,1948,921,406,46,47,52,33,11,25,5,0,5,11,2,1,0,1,0,0,0,0,0,0
11091,497,Bodegraven,10676,22,"0,21 %",12872,10698,"83,11 %",5000,1858,1740,756,263,489,169,276,58,11,26,11,1,10,5,1,0,0,2,0,0,0,0,0,0
10432,755,Boekel,5380,27,"0,50 %",6431,5407,"84,08 %",3386,1149,399,236,135,2,3,7,9,23,12,6,5,0,2,5,0,0,1,0,0,0,0,0,0
10865,64,Bolsward,6203,22,"0,35 %",7381,6225,"84,34 %",2654,2212,542,429,209,9,62,44,10,3,13,9,0,1,3,3,0,0,0,0,0,0,0,0,0
11307,211,Borculo,6580,28,"0,43 %",7588,6608,"87,08 %",2096,2468,1320,421,167,7,28,22,18,4,9,4,0,2,1,2,5,6,0,0,0,0,0,0,0
10448,108,Borger,8915,34,"0,38 %",9782,8949,"91,48 %",2050,4512,1347,518,237,11,107,64,12,7,16,6,0,3,23,0,0,0,2,0,0,0,0,0,0
10927,897,Born,8832,35,"0,40 %",10516,8867,"84,32 %",4703,2598,729,444,207,12,8,16,36,19,16,11,7,8,3,3,8,0,4,0,0,0,0,0,0
10326,147,Borne,13841,12,"0,09 %",15777,13853,"87,81 %",6868,3878,1591,942,318,14,57,53,22,34,21,10,8,3,6,7,1,7,1,0,0,0,0,0,0
10043,654,Borsele,12348,22,"0,18 %",14882,12370,"83,12 %",5350,2699,1417,776,297,1397,141,144,66,6,23,14,0,1,8,2,6,0,1,0,0,0,0,0,0
10419,499,Boskoop,9083,30,"0,33 %",10525,9113,"86,58 %",3861,1539,1851,733,412,307,108,164,58,7,23,4,2,2,7,1,4,0,0,0,0,0,0,0,0
11227,756,Boxmeer,9205,24,"0,26 %",10769,9229,"85,70 %",4707,2632,846,560,300,8,8,14,21,54,19,10,5,4,0,11,1,0,5,0,0,0,0,0,0
10083,757,Boxtel,14309,40,"0,28 %",18183,14349,"78,91 %",5986,4501,1470,1027,466,12,37,15,51,662,46,12,0,9,5,0,4,0,6,0,0,0,0,0,0
11125,212,Brakel,4016,14,"0,35 %",4680,4030,"86,11 %",1321,1079,286,110,45,974,35,129,18,5,6,1,0,1,1,2,0,3,0,0,0,0,0,0,0
10154,758,Breda,68092,158,"0,23 %",94467,68250,"72,25 %",22697,22900,10318,6729,3286,159,219,162,880,172,315,107,0,35,48,40,10,0,15,0,0,0,0,0,0
11088,194,Brederwiede,7973,17,"0,21 %",8956,7990,"89,21 %",3227,2476,939,408,125,60,597,92,21,2,13,5,1,1,4,2,0,0,0,0,0,0,0,0,0
10807,311,Breukelen,8683,26,"0,30 %",10227,8709,"85,16 %",3507,1396,1807,810,307,493,87,185,47,10,20,6,6,1,0,1,0,0,0,0,0,0,0,0,0
10232,501,Brielle,9424,27,"0,29 %",11518,9451,"82,05 %",2615,2784,2343,1063,290,57,49,53,80,12,28,13,16,5,7,6,3,0,0,0,0,0,0,0,0
10289,380,Broek in Waterland,1827,3,"0,16 %",2099,1830,"87,18 %",500,512,459,228,77,3,4,8,21,2,7,4,1,0,0,1,0,0,0,0,0,0,0,0,0
10856,898,Broekhuizen,1186,3,"0,25 %",1371,1189,"86,73 %",754,208,117,56,38,0,2,1,4,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0
10030,656,Brouwershaven,2448,7,"0,29 %",2817,2455,"87,15 %",565,906,530,184,59,59,83,24,10,4,12,6,0,4,1,1,0,0,0,0,0,0,0,0,0
11291,657,Bruinisse,2112,5,"0,24 %",2360,2117,"89,70 %",634,561,321,89,27,368,25,71,7,3,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0
10798,213,Brummen,13187,43,"0,33 %",15579,13230,"84,92 %",3622,5594,2213,1036,384,35,58,66,47,10,72,18,8,4,5,9,6,0,0,0,0,0,0,0,0
10533,899,Brunssum,17449,86,"0,49 %",23360,17535,"75,06 %",6610,7802,1082,856,419,14,132,42,114,207,31,28,47,36,12,7,6,0,4,0,0,0,0,0,0
10219,759,Budel,6788,14,"0,21 %",8773,6802,"77,53 %",3755,1887,584,317,117,13,8,12,27,19,15,9,7,2,3,5,0,0,8,0,0,0,0,0,0
10820,312,Bunnik,9212,18,"0,20 %",10506,9230,"87,85 %",3917,1726,1779,924,489,149,79,44,45,9,23,10,4,5,3,1,0,0,1,0,1,3,0,0,0
11343,313,Bunschoten,11007,40,"0,36 %",12186,11047,"90,65 %",4902,756,811,315,88,375,3042,644,50,2,9,1,3,2,4,0,2,0,0,0,0,1,0,0,0
11286,214,Buren,6174,14,"0,23 %",7282,6188,"84,98 %",1758,2010,1457,458,143,154,27,43,56,18,29,5,0,0,6,6,1,2,1,0,0,0,0,0,0
10281,381,Bussum,20306,21,"0,10 %",25336,20327,"80,23 %",6399,4665,5355,1948,1007,158,242,168,125,19,94,22,53,19,10,9,6,3,1,0,3,0,0,0,0
10559,382,Callantsoog,1641,1,"0,06 %",1949,1642,"84,25 %",468,454,499,118,57,3,5,8,4,8,8,3,1,4,0,1,0,0,0,0,0,0,0,0,0
11248,502,Capelle aan den IJssel,32696,42,"0,13 %",43168,32738,"75,84 %",7698,10449,6348,3486,975,1883,750,261,471,133,104,39,23,24,29,10,7,0,3,0,3,0,0,0,0
11287,383,Castricum,14848,36,"0,24 %",17464,14884,"85,23 %",5312,3499,3162,1785,748,14,72,35,56,18,80,25,7,8,10,6,2,8,1,0,0,0,0,0,0
11433,760,Chaam,2447,6,"0,25 %",2738,2453,"89,59 %",1401,469,334,156,58,0,0,2,8,2,4,5,0,1,1,6,0,0,0,0,0,0,0,0,0
10383,109,Coevorden,9444,38,"0,40 %",10959,9482,"86,52 %",3493,4139,957,453,177,12,45,93,24,11,17,6,0,9,4,2,2,0,0,0,0,0,0,0,0
11316,314,Cothen,1579,1,"0,06 %",1808,1580,"87,39 %",944,259,186,98,33,32,3,9,6,2,1,1,1,1,0,1,2,0,0,0,0,0,0,0,0
11346,611,Cromstrijen,7557,9,"0,12 %",9007,7566,"84,00 %",2112,2574,1413,635,170,464,38,79,34,4,14,5,4,3,4,4,0,0,0,0,0,0,0,0,0
10023,761,Cuijk en Sint Agatha,9668,22,"0,23 %",12281,9690,"78,90 %",4011,3419,944,752,353,7,9,5,68,45,19,23,1,3,1,3,1,0,4,0,0,0,0,0,0
10342,216,Culemborg,12147,5,"0,04 %",15199,12152,"79,95 %",4053,3899,1952,1016,472,201,58,54,151,219,30,14,0,9,5,9,0,4,1,0,0,0,0,0,0
11004,110,Dalen,3795,10,"0,26 %",4073,3805,"93,42 %",936,1547,966,233,77,2,11,9,6,1,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0
11007,148,Dalfsen,10055,16,"0,16 %",11174,10071,"90,13 %",5790,1613,1028,470,152,52,785,113,13,3,12,8,3,0,9,0,3,1,0,0,0,0,0,0,0
10650,65,Dantumadeel,12049,41,"0,34 %",13850,12090,"87,29 %",4890,4133,717,512,213,697,363,454,18,3,21,6,0,5,6,5,5,0,1,0,0,0,0,0,0
10168,310,De Bilt,21595,64,"0,30 %",25030,21659,"86,53 %",6506,4869,5761,2488,880,262,380,166,127,34,74,23,3,5,4,6,1,0,1,1,0,4,0,0,0
10241,552,De Lier,6167,13,"0,21 %",7172,6180,"86,17 %",3943,579,931,352,97,42,124,25,47,4,9,5,4,1,2,1,1,0,0,0,0,0,0,0,0
11379,736,De Ronde Venen,18652,64,"0,34 %",22661,18716,"82,59 %",8833,2528,4282,1506,458,369,198,295,109,8,23,14,12,4,3,2,2,0,3,1,1,1,0,0,0
10753,135,De Wijk,3253,8,"0,25 %",3711,3261,"87,87 %",926,1091,848,245,70,4,33,4,13,3,10,0,0,3,2,1,0,0,0,0,0,0,0,0,0
10928,503,Delft,54129,167,"0,31 %",68722,54296,"79,01 %",14504,18265,7743,6706,4180,501,523,375,572,179,269,106,63,28,35,45,16,0,19,0,0,0,0,0,0
10976,10,Delfzijl,14106,31,"0,22 %",17733,14137,"79,72 %",3178,6863,1765,1039,473,25,274,230,73,57,31,15,0,31,41,6,4,0,1,0,0,0,0,0,0
10491,768,Den Dungen,2772,13,"0,47 %",3238,2785,"86,01 %",1510,806,198,148,59,2,3,1,5,22,7,4,3,0,0,2,1,0,1,0,0,0,0,0,0
10395,159,Den Ham,9054,25,"0,28 %",10440,9079,"86,96 %",4930,2458,452,238,104,77,444,317,8,0,11,2,3,2,5,1,0,0,2,0,0,0,0,0,0
10285,400,Den Helder,33431,92,"0,28 %",46808,33523,"71,62 %",9976,10640,7256,3096,839,168,430,420,280,56,84,42,28,18,28,19,11,33,7,0,0,0,0,0,0
10245,149,Denekamp,8348,17,"0,20 %",9204,8365,"90,88 %",5874,1409,538,320,130,17,4,11,15,2,8,9,1,0,1,3,0,6,0,0,0,0,0,0,0
10379,762,Deurne,17061,51,"0,30 %",21594,17112,"79,24 %",9952,3954,1528,871,513,14,27,5,69,59,23,11,12,7,6,6,0,0,4,0,0,0,0,0,0
10899,150,Deventer,39951,128,"0,32 %",49258,40079,"81,37 %",9015,18787,4974,3584,2425,86,247,212,226,46,132,56,37,27,15,39,14,28,1,0,0,0,0,0,0
10153,218,Didam,10137,37,"0,36 %",12239,10174,"83,13 %",5176,3405,742,543,181,2,15,3,18,8,19,13,0,3,5,0,2,2,0,0,0,0,0,0,0
11039,384,Diemen,10448,43,"0,41 %",13607,10491,"77,10 %",2450,3391,2261,1269,572,13,52,27,247,16,45,28,20,15,13,2,5,19,1,0,2,0,0,0,0
10311,151,Diepenheim,1905,0,"0,00 %",2072,1905,"91,94 %",562,755,399,122,34,9,3,5,2,1,6,1,3,2,0,1,0,0,0,0,0,0,0,0,0
10933,152,Diepenveen,7325,14,"0,19 %",8118,7339,"90,40 %",3450,1705,1328,554,185,5,35,23,13,1,14,2,4,0,2,1,2,1,0,0,0,0,0,0,0
11185,763,Diessen,2534,9,"0,36 %",2911,2543,"87,36 %",1784,347,186,105,86,2,3,4,3,3,4,4,0,1,1,1,0,0,0,0,0,0,0,0,0
10418,111,Diever,2517,5,"0,20 %",2732,2522,"92,31 %",706,1023,490,157,77,1,34,7,7,2,9,0,0,1,2,1,0,0,0,0,0,0,0,0,0
11193,764,Dinteloord en Prinsenland,3495,22,"0,63 %",4220,3517,"83,34 %",1259,1137,503,145,78,237,11,68,34,5,5,8,0,0,3,1,1,0,0,0,0,0,0,0,0
11154,219,Dinxperlo,4661,24,"0,51 %",5789,4685,"80,93 %",2641,1260,387,157,84,2,22,61,16,4,13,4,0,0,0,1,3,4,2,0,0,0,0,0,0
11344,504,Dirksland,4650,15,"0,32 %",5498,4665,"84,85 %",1294,1165,544,211,93,1147,38,117,16,5,12,5,0,0,0,3,0,0,0,0,0,0,0,0,0
10647,220,Dodewaard,2531,6,"0,24 %",2929,2537,"86,62 %",864,933,277,94,35,257,18,43,3,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0
10327,221,Doesburg,6239,20,"0,32 %",7704,6259,"81,24 %",1933,2635,755,417,178,14,59,18,34,163,15,8,0,2,2,1,3,2,0,0,0,0,0,0,0
10396,222,Doetinchem,25431,78,"0,31 %",31044,25509,"82,17 %",8916,9849,3177,1856,876,200,113,139,99,28,54,30,0,4,10,5,51,22,2,0,0,0,0,0,0
10236,660,Domburg,3014,8,"0,27 %",3014,3022,"100,27 %",1092,630,550,194,91,295,51,70,12,1,20,2,0,1,3,1,1,0,0,0,0,0,0,0,0
11412,766,Dongen,12670,4,"0,03 %",15781,12674,"80,31 %",5677,3514,1442,1001,337,35,13,14,45,516,27,11,0,6,13,13,4,0,2,0,0,0,0,0,0
10198,58,Dongeradeel,15711,37,"0,24 %",17888,15748,"88,04 %",8574,3924,1111,649,374,183,450,339,24,10,37,6,0,6,9,12,2,0,1,0,0,0,0,0,0
10213,315,Doorn,6843,16,"0,23 %",8163,6859,"84,03 %",2296,1268,1993,611,205,222,86,86,25,0,27,6,6,1,6,2,1,0,1,0,1,0,0,0,0
11157,505,Dordrecht,59352,209,"0,35 %",80270,59561,"74,20 %",15449,22755,8721,4993,2663,1676,739,756,954,153,235,62,52,42,46,17,13,0,26,0,0,0,0,0,0
10642,498,Drechterland,5226,11,"0,21 %",6143,5237,"85,25 %",2691,1011,873,348,204,7,17,21,25,3,11,3,3,0,4,0,2,3,0,0,0,0,0,0,0
10777,316,Driebergen-Rijsenburg,11793,20,"0,17 %",13906,11813,"84,95 %",4008,2507,2617,1105,473,477,215,155,77,14,109,20,9,2,1,1,1,0,1,1,0,0,0,0,0
